typer_user,username,score,word_lenght
tommaso,tommaso,0.015618788344519479,8
tommaso,tommaso,0.017436968428747996,8
tommaso,tommaso,0.016976231975214823,8
tommaso,tommaso,0.015278449015957969,8
tommaso,tommaso,0.01412586442061833,8
tommaso,tommaso,0.03836846777370998,8
tommaso,tommaso,0.015588087694985526,8
tommaso,tommaso,0.011493034660816193,8
tommaso,tommaso,0.01702417646135603,8
giovanna,giovanna,0.2422594428062439,5
giovanna,giovanna,0.24809415638446808,5
giovanna,giovanna,0.25416767597198486,5
giovanna,giovanna,0.2324678748846054,5
livia,livia,0.014327042869159154,8
livia,livia,0.010894009045192174,8
marco,livia,0.08950448887688774,8
marco,marco,0.038460884775434225,8
marco,giovanna,0.17260758578777313,5
marco,tommaso,0.09524177653448922,8
marco,luca,0.10296820402145386,6
marco,maurizio,0.09888020157814026,7
marco,michelelazazzera,0.042339026927948,7
marco,rluzist1,0.10373177528381347,11
marco,tommaso,0.11359700134822301,8
marco,michelelazazzera,0.03994975487391154,7
maurizio,maurizio,0.07886667549610138,7
maurizio,maurizio,0.4296523729960124,7
maurizio,maurizio,0.02760595828294754,7
maurizio,maurizio,0.06175886591275533,7
maurizio,maurizio,0.024229474365711212,7
rluzist1,rluzist1,0.03448262214660645,11
rluzist1,rluzist1,0.01430886834859848,11
rluzist1,rluzist1,0.011605645716190337,11
rluzist1,rluzist1,0.059394776821136475,11
rluzist1,rluzist1,0.01913173049688339,11
rluzist1,rluzist1,0.0057430993765592575,11
rluzist1,tommaso,0.08640358277729579,8
rluzist1,michelelazazzera,0.10660785436630249,7
rluzist1,luca,0.11585880517959594,6
barbara,barbara,0.03682267665863037,9
barbara,barbara,0.024240368977189064,9
barbara,barbara,0.27203670144081116,9
barbara,barbara,0.16794738173484802,9
barbara,barbara,0.03186056390404701,9
livia,livia,0.022087231278419495,8
livia,livia,0.08658492565155029,8
livia,livia,0.035746140139443536,8
livia,livia,0.016547041279929026,8
livia,livia,0.019127368927001953,8
tommaso,livia,0.10082551411220006,8
tommaso,marco,0.07665145397186279,8
monitor,maurizio,0.1286876102288564,7
tommaso,giovanna,0.26617518067359924,5
tommaso,livia,0.08670658724648612,8
tommaso,michelelazazzera,0.12631899118423462,7
tommaso,livia,0.09502171618597847,8
tommaso,luca,0.10226057767868042,6
tommaso,marco,0.11952814885548182,8
tommaso,giovanna,0.25751498341560364,5
tommaso,tommaso,0.03427929750510624,8
tommaso,rluzist1,0.07240299582481384,11
tommaso,marco,0.07729789188929967,8
tommaso,maurizio,0.1175173024336497,7
tommaso,livia,0.11173697880336217,8
tommaso,livia,0.09207401956830706,8
tommaso,maurizio,0.1263591249783834,7
tommaso,luca,0.09101240038871765,6
tommaso,tommaso,0.01107929221221379,8
tommaso,maurizio,0.12318916122118632,7
tommaso,rluzist1,0.10013707876205444,11
tommaso,rluzist1,0.08278844356536866,11
tommaso,rluzist1,0.08827176690101624,11
tommaso,tommaso,0.03823692883763995,8
tommaso,livia,0.09504986660821098,8
tommaso,rluzist1,0.05533077120780945,11
tommaso,maurizio,0.14665979146957397,7
tommaso,marco,0.10598155430385045,8
tommaso,giovanna,0.23843252658843994,5
tommaso,tommaso,0.010198909257139479,8
tommaso,tommaso,0.013593600264617376,8
tommaso,rluzist1,0.06764859557151795,11
tommaso,tommaso,0.010413128350462233,8
tommaso,livia,0.08760788611003331,8
marco,michelelazazzera,0.035305927197138466,7

marco,barbara,0.1182592585682869,9

marco,giovanna,0.2410408854484558,5

marco,livia,0.07238494498389107,8

marco,luca,0.12675079107284545,6

marco,maurizio,0.11612207690874736,7

marco,rluzist1,0.0858353316783905,11

marco,tommaso,0.0933191180229187,8

marco,barbara,0.15666314959526062,9

marco,giovanna,0.05254953354597092,5

marco,livia,0.0986947672707694,8

marco,luca,0.09779742360115051,6

marco,maurizio,0.1411845882733663,7

marco,michelelazazzera,0.03386546423037847,7

marco,rluzist1,0.10261086225509644,11

marco,rluzist1,0.13361682891845703,11

marco,tommaso,0.09553363493510655,8

maurizio,barbara,0.21864549815654755,9

maurizio,giovanna,0.28178128600120544,5

maurizio,michelelazazzera,0.059806848565737404,7

maurizio,luca,1.140023422241211,6

luca,michelelazazzera,0.07846046487490337,7

tommaso,marco,0.11069416148321969,8
tommaso,shadow2030,0.05519019439816475,9
shadow2030,0.11919022351503372,9
tommaso,shadow2030,0.06045194268226624,6
shadow2030,shadow2030,0.034361183643341064,6
shadow2030,tommaso,0.07673043864113945,8
tommaso,marco,0.12516713993889944,8
tommaso,marco,0.07281024966921125,8
tommaso,luca,0.08664235472679138,6
mara,mara,0.06805224078042167,8
mara,mara,0.014615281351975032,8
tommaso,tommaso,0.05417626244681222,8
pietro,pietro,0.056041474853243144,8
tommaso,luca,0.10496423244476319,6
pietro,marco,0.07590099743434361,8
tommaso,marco,0.11508148908615112,8
tommaso,tommaso,0.019238031336239407,8
tommaso,rluzist1,0.06883357167243957,11
tommaso,giovanna,0.30733752250671387,5
tommaso,livia,0.1149648938860212,8
tommaso,ciro,0.0759528676668803,10
tommaso,mara,0.043495740209306986,8
tommaso,ciro,0.06392093499501546,10
tommaso,ciro,0.07830873462888929,10
tommaso,ciro,0.09033770031399196,10
tommaso,ciro,0.06865666309992473,10
tommaso,rluzist1,0.11869449615478515,11
tommaso,pietro,0.07634959050587245,8
tommaso,pietro,0.04879234092576163,8
tommaso,pietro,0.058473476341792514,8
tommaso,marco,0.11085583482469831,8
marco,marco,0.01408241902078901,8
marco,marco,0.031085135681288584,8
